timestamp,soil_1
2018-12-10 01:41:56.094088,1023
2018-12-10 01:42:01.082386,1023
2018-12-10 01:42:06.030130,1023
2018-12-10 01:42:11.026836,1023
2018-12-10 01:42:16.029717,1023
2018-12-10 01:42:21.044599,1023
2018-12-10 01:42:26.070545,1023
2018-12-10 01:42:31.027549,1023
2018-12-10 01:42:36.031182,1023
2018-12-10 01:42:41.032292,1023
2018-12-10 01:42:46.028439,1023
2018-12-10 01:42:51.027314,1023
2018-12-10 01:42:56.071080,1023
2018-12-10 01:43:01.027905,1023
2018-12-10 01:43:06.028673,1023
2018-12-10 01:43:11.024918,1023
2018-12-10 01:43:16.072737,1023
2018-12-10 01:43:21.026104,1023
2018-12-10 01:43:26.029405,1023
2018-12-10 02:26:00.298470,1023
2018-12-10 02:26:05.251975,1023
2018-12-10 02:26:10.254436,1023
2018-12-10 02:26:15.251620,1023
2018-12-10 02:26:20.294117,1023
2018-12-10 02:26:25.251507,1023
2018-12-10 02:26:30.299164,1023
2018-12-10 02:26:35.250668,1023
2018-12-10 02:28:20.929574,1023
2018-12-10 02:28:25.884860,1023
2018-12-10 02:28:30.926754,1023
2018-12-10 02:28:35.884699,1023
2018-12-10 02:28:40.887003,1023
2018-12-10 02:28:45.884760,1023
2018-12-10 02:28:50.929480,1023
2018-12-10 02:28:55.884001,1023
2018-12-10 02:29:00.926070,1023
2018-12-10 02:29:05.884582,1023
2018-12-10 02:29:10.932349,1023
2018-12-10 02:29:15.918349,1023
2018-12-10 02:29:20.885254,1023
2018-12-10 02:29:25.883968,1023
2018-12-10 02:29:30.925850,1023
2018-12-10 02:29:35.904577,1023
2018-12-10 02:30:48.610605,1023
2018-12-10 02:30:53.564808,1023
2018-12-10 02:30:58.566268,1023
2018-12-10 02:31:03.564646,1023
2018-12-10 02:31:08.567558,1023
2018-12-10 02:31:13.565050,1023
2018-12-10 02:31:18.617328,1023
2018-12-10 02:31:23.573019,1023
2018-12-10 02:31:28.565729,1023
2018-12-10 02:40:31.738710,1023
2018-12-10 02:40:36.694429,1023
2018-12-10 02:40:41.696821,1023
2018-12-10 02:43:58.399284,1023
2018-12-10 02:44:03.354112,1023
2018-12-10 02:44:08.398505,1023
2018-12-10 02:44:13.353077,1023
2018-12-10 02:44:18.359083,1023
2018-12-10 02:44:23.353296,1023
2018-12-10 02:44:28.397295,1023
2018-12-10 02:44:33.353023,1023
2018-12-10 02:44:38.353810,1023
2018-12-10 02:44:43.352797,1023
2018-12-10 02:44:48.397479,1023
2018-12-10 02:44:53.351769,1023
2018-12-10 02:44:58.397932,1023
2018-12-10 02:45:03.352925,1023
2018-12-10 02:52:36.597955,1023
2018-12-10 02:52:41.598938,1023
2018-12-10 02:52:46.597589,1023
2018-12-10 02:52:51.643014,1023
2018-12-10 02:52:56.598392,1023
2018-12-10 03:01:20.231498,1023
2018-12-10 03:01:25.278790,1023
2018-12-10 03:01:30.231936,1023
2018-12-10 03:01:35.233390,1023
2018-12-10 03:01:40.230879,1023
2018-12-10 03:01:45.235543,1023
2018-12-10 03:01:50.231146,1023
2018-12-10 03:01:55.238090,1023
2018-12-10 03:02:00.231079,1023
2018-12-10 03:02:05.232776,1023
2018-12-10 03:02:10.236483,1023
2018-12-10 03:02:15.232190,1023
2018-12-10 03:02:20.230347,1023
2018-12-10 03:02:25.239302,1023
2018-12-10 03:02:30.230162,1023
2018-12-10 03:02:35.250463,1023
2018-12-10 03:02:40.229825,1023
2018-12-10 03:02:45.234835,1023
2018-12-10 03:02:50.229081,1023
2018-12-10 03:02:55.273409,1023
2018-12-10 03:03:00.233286,1023
2018-12-10 03:03:07.266607,1023
2018-12-10 03:03:12.219268,1023
2018-12-10 03:03:17.261484,1023
2018-12-10 03:03:22.218636,1023
2018-12-10 03:03:27.220466,1023
2018-12-10 03:03:32.218838,1023
2018-12-10 03:03:37.263616,1023
2018-12-10 03:03:42.218379,1023
2018-12-10 03:03:47.220318,1023
2018-12-10 03:03:52.218560,1023
2018-12-10 03:03:57.220117,1023
2018-12-10 03:04:02.219113,1023
2018-12-10 03:04:07.227155,1023
2018-12-10 03:04:12.220751,1023
2018-12-10 03:04:17.219722,1023
2018-12-10 03:04:22.217835,1023
2018-12-10 03:04:27.219592,1023
2018-12-10 03:04:32.216925,1023
2018-12-10 03:04:37.221519,1023
2018-12-10 03:04:42.216743,1023
2018-12-10 03:04:47.219057,1023
2018-12-10 03:04:52.217384,1023
2018-12-10 03:16:07.275001,1023
2018-12-10 03:16:12.325730,1023
2018-12-10 03:16:17.274087,1023
2018-12-10 03:16:22.278824,1023
2018-12-11 00:48:13.263203,1023
2018-12-11 00:51:28.256610,1023
2018-12-11 00:51:33.255908,1023
2018-12-11 00:51:38.253066,1023
2018-12-11 00:51:43.255180,1023
2018-12-11 00:51:48.297611,1023
2018-12-11 00:51:53.254823,1023
2018-12-11 01:45:05.100367,1023
2018-12-11 01:45:10.096788,1023
2018-12-11 01:45:15.147158,1023
2018-12-11 01:45:20.120058,1023
2018-12-11 01:45:25.097056,1023
2018-12-11 01:45:30.165088,1023
2018-12-11 01:45:35.097072,1023
2018-12-11 01:45:40.103474,1023
2018-12-11 01:45:45.096989,1023
2018-12-11 01:45:50.142821,1023
2018-12-11 01:45:55.096646,1023
2018-12-11 01:46:00.102622,1023
2018-12-11 01:46:05.097025,1023
2018-12-11 01:46:10.108391,1023
2018-12-11 01:46:15.095907,1023
2018-12-11 01:46:20.143208,1023
2018-12-11 01:46:25.099046,1023
2018-12-11 01:46:30.096015,1023
2018-12-11 01:46:35.095974,1023
2018-12-11 01:46:40.093907,1023
2018-12-11 01:46:45.096493,1023
2018-12-11 01:46:50.153033,1023
2018-12-11 01:46:55.143932,1023
