timestamp,temp
2018-12-11 00:48:13.251205, 37.97852
2018-12-11 00:51:28.245758, 37.97852
2018-12-11 00:51:33.246684, 37.97852
2018-12-11 00:51:38.245171, 38.30078
2018-12-11 00:51:43.246758, 37.97852
2018-12-11 00:51:48.245355, 38.30078
2018-12-11 00:51:53.246371, 37.97852
2018-12-11 01:45:05.089184, 38.30078
2018-12-11 01:45:10.087342, 38.30078
2018-12-11 01:45:15.136405, 37.97852
2018-12-11 01:45:20.087200, 37.97852
2018-12-11 01:45:25.089093, 38.30078
2018-12-11 01:45:30.115520, 37.97852
2018-12-11 01:45:35.088058, 37.97852
2018-12-11 01:45:40.091636, 38.30078
2018-12-11 01:45:45.088550, 38.30078
2018-12-11 01:45:50.087385, 38.30078
2018-12-11 01:45:55.088274, 38.30078
2018-12-11 01:46:00.089536, 37.97852
2018-12-11 01:46:05.087418, 38.30078
2018-12-11 01:46:10.090246, 38.30078
2018-12-11 01:46:15.087863, 37.97852
2018-12-11 01:46:20.085493, 37.97852
2018-12-11 01:46:25.087541, 37.97852
2018-12-11 01:46:30.085462, 37.97852
2018-12-11 01:46:35.087579, 38.30078
2018-12-11 01:46:40.085484, 38.30078
2018-12-11 01:46:45.086585, 37.97852
2018-12-11 01:46:50.090266, 37.97852
2018-12-11 01:46:55.136356, 37.97852
2018-12-11 01:47:00.084858, 37.97852
2018-12-11 01:47:05.086297, 37.97852
2018-12-11 01:47:10.089565, 38.30078
2018-12-11 01:47:15.086374, 38.30078
2018-12-11 01:47:20.084636, 37.97852
2018-12-11 01:47:25.089322, 37.97852
2018-12-11 01:47:30.086328, 38.30078
2018-12-11 01:47:35.088004, 37.97852
2018-12-11 01:47:40.129439, 37.97852
2018-12-11 01:47:45.085245, 37.65625
2018-12-11 01:47:50.083630, 37.97852
2018-12-11 01:47:55.085066, 37.97852
2018-12-11 01:48:00.085325, 37.97852
2018-12-11 01:48:05.119193, 37.97852
2018-12-11 01:48:10.083656, 37.97852
2018-12-11 01:48:15.085052, 37.97852
2018-12-11 01:48:20.082901, 37.97852
2018-12-11 01:48:25.084406, 37.97852
2018-12-11 05:48:47.275823, 25.10742
2018-12-11 05:48:52.252530, 25.10742
2018-12-11 05:55:07.235055, 25.30078
2018-12-11 05:55:12.237591, 25.30078
2018-12-11 05:55:17.234846, 25.10742
2018-12-11 05:55:22.235213, 25.10742
2018-12-11 05:55:27.233223, 24.91406
2018-12-11 05:55:32.234996, 25.10742
2018-12-11 05:55:37.233345, 25.30078
2018-12-11 05:59:02.229959, 30.71484
2018-12-11 05:59:07.229175, 30.90820
2018-12-11 05:59:12.230624, 31.10156
2018-12-11 05:59:17.229311, 31.10156
2018-12-11 05:59:22.229893, 31.10156
2018-12-11 05:59:27.227955, 31.10156
2018-12-11 05:59:32.229517, 31.10156
2018-12-11 05:59:37.227827, 30.90820
2018-12-11 05:59:42.232535, 30.90820
2018-12-11 05:59:47.227823, 30.90820
2018-12-11 05:59:52.229546, 30.90820
2018-12-11 05:59:57.245004, 31.10156
2018-12-11 06:00:02.228966, 30.90820
