2018-12-11 07:04:37.863221,46544
2018-12-11 07:04:47.865636,46544
2018-12-11 07:04:57.859297,46544
2018-12-11 07:05:39.189390,46544
2018-12-11 21:41:58.300183,46544
2018-12-11 21:42:06.959024,46544
2018-12-11 21:42:16.967287,46544
2018-12-11 21:42:26.959634,46544
2018-12-11 21:42:36.959288,46544
2018-12-11 21:42:46.959435,46544
2018-12-11 21:42:56.959360,46544
2018-12-11 21:43:06.955768,46544
2018-12-11 21:43:16.955959,46544
2018-12-11 21:43:28.117372,46544
2018-12-11 21:43:36.955634,46544
2018-12-11 21:43:46.955830,46544
2018-12-11 21:43:56.955761,46544
2018-12-11 21:44:06.955282,46544
2018-12-11 21:44:16.956425,46544
2018-12-11 21:44:26.957878,46440
2018-12-11 21:44:38.338450,46544
2018-12-11 21:44:46.955387,46544
2018-12-11 21:44:56.955515,46544
2018-12-11 21:45:06.955668,46544
2018-12-11 21:45:16.956185,46544
2018-12-11 21:45:26.954473,46544
2018-12-11 21:45:36.969370,46544
2018-12-11 21:45:46.955180,46544
2018-12-11 21:45:58.130079,46544
2018-12-11 21:46:06.958887,46544
2018-12-11 21:46:16.951236,46544
2018-12-11 21:46:27.951279,46544
2018-12-11 21:46:36.953120,46544
2018-12-11 21:46:48.151291,46544
2018-12-11 21:46:56.952476,46544
2018-12-11 21:47:06.950791,46544
2018-12-11 21:47:16.951850,46544
2018-12-11 21:47:26.961527,46544
2018-12-11 21:47:36.951252,46544
2018-12-11 21:47:46.989266,46544
2018-12-11 21:47:56.949892,46544
2018-12-11 21:48:06.948407,46544
2018-12-11 21:48:16.948287,46544
2018-12-11 21:48:26.951487,46544
2018-12-11 21:48:36.947937,46544
2018-12-11 21:48:46.948700,46544
2018-12-11 21:48:56.947356,46544
2018-12-11 21:49:06.987712,46544
2018-12-11 21:49:18.010493,46544
2018-12-11 21:49:26.947517,46544
2018-12-11 21:49:36.947450,46544
2018-12-11 21:49:46.947581,46544
2018-12-11 21:49:56.947346,46544
2018-12-11 21:50:06.947777,46544
2018-12-11 21:50:18.080557,46544
2018-12-11 21:50:26.951412,46520
2018-12-11 21:50:36.947568,46544
2018-12-11 21:50:46.947949,46544
2018-12-11 21:50:56.944796,46544
2018-12-11 21:51:06.955185,46544
2018-12-11 21:51:16.946070,46544
2018-12-11 21:51:28.249197,46544
2018-12-11 21:51:36.951269,46544
2018-12-11 21:51:46.943502,46544
2018-12-11 21:51:56.943637,46544
2018-12-11 21:52:06.943028,46544
2018-12-11 21:52:16.946144,46544
2018-12-11 21:52:26.945146,46544
2018-12-11 21:52:36.943714,46544
2018-12-11 21:52:46.943012,46544
2018-12-11 21:52:56.943578,46544
2018-12-11 21:53:06.943836,46544
2018-12-11 21:53:16.951377,46544
2018-12-11 21:53:26.939766,46544
2018-12-11 21:53:36.943302,46544
2018-12-11 21:53:46.942771,46544
2018-12-11 21:53:56.971270,46544
2018-12-11 21:54:06.939894,46544
2018-12-11 21:54:16.940330,46544
2018-12-11 21:54:26.939333,46544
2018-12-11 21:54:36.939123,46544
2018-12-11 21:54:46.939517,46544
2018-12-11 21:54:56.942126,46544
2018-12-11 21:55:06.938986,46544
2018-12-11 21:55:16.938722,46544
2018-12-11 21:55:26.939624,46544
2018-12-11 21:55:36.939761,46544
2018-12-11 21:55:46.939312,46544
