timestamp,water
2018-12-11 06:42:00.112516, 95.469
2018-12-11 06:42:05.114175, 95.512
2018-12-11 06:43:50.110246, 95.498
2018-12-11 06:43:55.124954, 95.469
2018-12-11 06:44:00.109750, 95.498
2018-12-11 06:49:53.163555, 95.512
2018-12-11 06:51:28.205034, 95.484
2018-12-11 07:04:37.852025, 95.469
2018-12-11 07:04:42.847566, 95.469
2018-12-11 07:04:47.848927, 95.469
2018-12-11 07:04:52.847336, 95.441
2018-12-11 07:04:57.848152, 95.455
2018-12-11 07:05:32.846052, 95.469
2018-12-11 07:05:37.847666, 95.469
2018-12-11 21:41:56.947314, 95.427
2018-12-11 21:42:01.989610, 95.371
2018-12-11 21:42:06.947699, 95.371
2018-12-11 21:42:11.945778, 95.357
2018-12-11 21:42:16.953740, 95.315
2018-12-11 21:42:21.948554, 95.357
2018-12-11 21:42:26.947795, 95.399
2018-12-11 21:42:32.017362, 95.427
2018-12-11 21:42:36.947501, 95.427
2018-12-11 21:42:41.949810, 95.441
2018-12-11 21:42:46.946666, 95.385
2018-12-11 21:42:51.948433, 95.272
2018-12-11 21:42:56.947754, 95.329
2018-12-11 21:43:01.974865, 95.357
2018-12-11 21:43:06.945734, 95.315
2018-12-11 21:43:11.985743, 95.329
2018-12-11 21:43:16.945763, 95.582
2018-12-11 21:43:21.944014, 97.140
2018-12-11 21:43:26.946441, 96.232
2018-12-11 21:43:31.945970, 96.416
2018-12-11 21:43:36.945239, 96.402
2018-12-11 21:43:41.945401, 96.416
2018-12-11 21:43:46.944703, 96.388
2018-12-11 21:43:51.950313, 96.444
2018-12-11 21:43:56.944425, 96.430
2018-12-11 21:44:01.986516, 96.459
2018-12-11 21:44:06.944341, 96.444
2018-12-11 21:44:11.942685, 96.487
2018-12-11 21:44:16.945270, 96.515
2018-12-11 21:44:21.946374, 96.473
2018-12-11 21:44:26.946835, 96.544
2018-12-11 21:44:32.019028, 96.558
2018-12-11 21:44:36.943964, 96.558
2018-12-11 21:44:41.941507, 96.572
2018-12-11 21:44:46.943346, 96.686
2018-12-11 21:44:51.950107, 96.757
2018-12-11 21:44:56.944887, 96.742
2018-12-11 21:45:02.025938, 96.714
2018-12-11 21:45:06.944522, 96.771
2018-12-11 21:45:11.949546, 96.785
2018-12-11 21:45:16.944271, 96.813
2018-12-11 21:45:21.946038, 96.899
2018-12-11 21:45:26.942918, 96.984
2018-12-11 21:45:31.982135, 96.913
2018-12-11 21:45:36.947321, 97.055
2018-12-11 21:45:41.945215, 96.884
2018-12-11 21:45:46.941436, 96.927
2018-12-11 21:45:51.940577, 96.998
2018-12-11 21:45:56.941427, 97.069
2018-12-11 21:46:01.984620, 97.069
2018-12-11 21:46:06.947905, 96.998
2018-12-11 21:46:11.943839, 96.941
2018-12-11 21:46:16.940850, 96.941
2018-12-11 21:46:21.982709, 96.970
2018-12-11 21:46:26.944057, 96.941
2018-12-11 21:46:31.941672, 96.984
2018-12-11 21:46:36.940724, 96.970
2018-12-11 21:46:41.945396, 97.012
2018-12-11 21:46:46.943317, 97.026
2018-12-11 21:46:51.982736, 96.970
2018-12-11 21:46:56.941245, 97.012
2018-12-11 21:47:01.938126, 96.955
2018-12-11 21:47:06.939564, 96.984
2018-12-11 21:47:11.995206, 96.955
2018-12-11 21:47:16.941552, 96.998
2018-12-11 21:47:21.983761, 96.984
2018-12-11 21:47:26.939561, 97.012
2018-12-11 21:47:31.937976, 97.041
2018-12-11 21:47:36.940031, 97.055
2018-12-11 21:47:41.976515, 97.012
2018-12-11 21:47:46.942074, 96.955
2018-12-11 21:47:52.004228, 96.970
2018-12-11 21:47:56.938817, 96.927
2018-12-11 21:48:01.938099, 96.884
2018-12-11 21:48:06.938511, 96.870
2018-12-11 21:48:11.937756, 96.856
2018-12-11 21:48:16.937926, 96.870
2018-12-11 21:48:21.977220, 96.913
2018-12-11 21:48:26.937598, 96.927
2018-12-11 21:48:31.939294, 96.998
2018-12-11 21:48:36.937394, 96.941
2018-12-11 21:48:41.951528, 97.012
2018-12-11 21:48:46.937427, 96.913
2018-12-11 21:48:51.981347, 96.927
2018-12-11 21:48:56.936612, 96.941
2018-12-11 21:49:01.936333, 96.941
2018-12-11 21:49:06.977629, 96.941
2018-12-11 21:49:11.936303, 96.984
2018-12-11 21:49:16.936798, 96.970
2018-12-11 21:49:21.977389, 96.970
2018-12-11 21:49:26.936684, 96.927
2018-12-11 21:49:31.935087, 96.884
2018-12-11 21:49:36.935879, 96.827
2018-12-11 21:49:41.941344, 96.842
2018-12-11 21:49:46.936488, 96.842
2018-12-11 21:49:51.977088, 96.842
2018-12-11 21:49:56.936255, 96.799
2018-12-11 21:50:01.938195, 96.785
2018-12-11 21:50:06.936180, 96.785
2018-12-11 21:50:11.933634, 96.771
2018-12-11 21:50:16.935411, 96.785
2018-12-11 21:50:21.979680, 96.799
2018-12-11 21:50:26.940539, 96.728
2018-12-11 21:50:31.933306, 96.799
2018-12-11 21:50:36.935656, 96.714
2018-12-11 21:50:41.936018, 96.757
2018-12-11 21:50:46.936512, 96.813
2018-12-11 21:50:51.976639, 96.785
2018-12-11 21:50:56.933985, 96.771
2018-12-11 21:51:01.937128, 96.785
2018-12-11 21:51:06.933458, 96.757
2018-12-11 21:51:11.937421, 96.742
2018-12-11 21:51:16.934485, 96.714
2018-12-11 21:51:21.975668, 96.714
2018-12-11 21:51:26.932831, 96.700
2018-12-11 21:51:31.934823, 96.714
2018-12-11 21:51:36.939150, 96.686
2018-12-11 21:51:41.938688, 96.686
2018-12-11 21:51:46.932582, 96.671
2018-12-11 21:51:51.977738, 96.657
2018-12-11 21:51:56.932176, 96.615
2018-12-11 21:52:01.931598, 96.600
2018-12-11 21:52:06.931800, 96.572
2018-12-11 21:52:11.933268, 96.600
2018-12-11 21:52:16.934820, 96.629
2018-12-11 21:52:21.972811, 96.657
2018-12-11 21:52:26.932419, 96.700
2018-12-11 21:52:31.930554, 96.714
2018-12-11 21:52:36.932443, 96.771
2018-12-11 21:52:41.986310, 96.742
2018-12-11 21:52:46.931692, 96.742
2018-12-11 21:52:51.930408, 96.785
2018-12-11 21:52:56.931319, 96.785
2018-12-11 21:53:01.937014, 96.813
2018-12-11 21:53:06.931387, 96.799
2018-12-11 21:53:11.972699, 96.856
2018-12-11 21:53:16.940521, 96.827
2018-12-11 21:53:21.931297, 96.842
2018-12-11 21:53:26.929552, 96.785
2018-12-11 21:53:31.936769, 96.742
2018-12-11 21:53:36.931684, 96.771
2018-12-11 21:53:41.974517, 96.700
2018-12-11 21:53:46.930827, 96.728
2018-12-11 21:53:51.927678, 96.671
2018-12-11 21:53:56.961694, 96.671
2018-12-11 21:54:01.948205, 96.700
2018-12-11 21:54:06.928982, 96.728
2018-12-11 21:54:11.972427, 96.686
2018-12-11 21:54:16.929869, 96.700
2018-12-11 21:54:21.928901, 96.700
2018-12-11 21:54:26.928627, 96.728
2018-12-11 21:54:31.953988, 96.714
2018-12-11 21:54:36.928213, 96.700
2018-12-11 21:54:41.976566, 96.686
2018-12-11 21:54:46.928460, 96.544
2018-12-11 21:54:51.930782, 96.586
2018-12-11 21:54:56.930152, 96.459
2018-12-11 21:55:01.928548, 96.416
2018-12-11 21:55:06.927375, 96.402
2018-12-11 21:55:12.005075, 96.388
2018-12-11 21:55:16.927077, 96.388
2018-12-11 21:55:21.927650, 96.388
2018-12-11 21:55:26.929536, 96.388
2018-12-11 21:55:31.926793, 96.402
2018-12-11 21:55:36.927595, 96.402
2018-12-11 21:55:41.974379, 96.416
2018-12-11 21:55:46.927211, 96.444
2018-12-11 21:55:51.924939, 96.402
2018-12-11 21:55:56.926592, 96.430
2018-12-11 21:56:01.934729, 96.416
2018-12-11 21:56:06.927314, 96.402
2018-12-11 21:56:11.965058, 96.416
2018-12-11 21:56:22.456294, 96.430
2018-12-11 21:56:27.408428, 96.444
2018-12-11 21:56:32.408429, 96.430
2018-12-11 21:56:37.408195, 96.430
2018-12-11 21:56:42.408269, 96.430
2018-12-11 21:56:47.408989, 96.402
2018-12-11 21:56:52.489626, 96.388
2018-12-11 21:56:57.407165, 96.444
2018-12-11 21:57:02.406401, 96.444
2018-12-11 21:57:07.407223, 96.388
2018-12-11 21:57:12.409111, 96.402
2018-12-11 21:57:17.407000, 96.402
2018-12-11 21:57:22.452917, 96.388
2018-12-11 21:57:27.408994, 96.402
2018-12-11 21:57:32.410902, 96.430
2018-12-11 21:57:37.409837, 96.416
2018-12-11 21:57:42.411088, 95.047
2018-12-11 21:57:47.409999, 94.935
2018-12-11 21:57:52.477104, 94.907
2018-12-11 21:57:57.406027, 94.907
2018-12-11 21:58:02.413722, 94.921
2018-12-11 21:58:07.407297, 94.879
2018-12-11 21:58:12.605273, 94.865
2018-12-11 21:58:17.405809, 94.851
2018-12-11 21:58:22.404475, 94.893
2018-12-11 21:58:27.412632, 94.879
2018-12-11 21:58:32.412161, 94.865
2018-12-11 21:58:37.407861, 94.879
2018-12-11 21:58:42.517840, 94.865
2018-12-11 21:58:47.404811, 94.837
2018-12-11 21:58:52.403766, 94.837
2018-12-11 21:58:57.418770, 94.921
2018-12-11 21:59:02.410544, 94.991
2018-12-11 21:59:07.413741, 94.921
2018-12-11 21:59:12.547601, 94.907
2018-12-11 21:59:17.405005, 94.879
2018-12-11 21:59:22.421618, 94.893
2018-12-11 21:59:27.405429, 94.949
2018-12-11 21:59:32.406886, 94.935
2018-12-11 21:59:37.403629, 94.935
2018-12-11 21:59:42.447620, 94.949
2018-12-11 21:59:47.403166, 94.949
2018-12-11 21:59:52.446378, 94.977
2018-12-11 21:59:57.405239, 94.963
2018-12-11 22:00:02.412156, 94.977
2018-12-11 22:00:07.424140, 94.963
2018-12-11 22:00:12.476296, 94.935
2018-12-11 22:00:17.403301, 94.977
2018-12-11 22:00:22.401615, 95.019
2018-12-11 22:00:27.402547, 95.005
2018-12-11 22:00:32.418612, 94.935
2018-12-11 22:00:37.402598, 94.921
2018-12-11 22:00:42.441001, 94.991
2018-12-11 22:00:47.403661, 94.991
2018-12-11 22:00:52.405455, 94.991
2018-12-11 22:00:57.401259, 94.949
2018-12-11 22:01:02.402531, 94.991
2018-12-11 22:01:07.401348, 94.949
2018-12-11 22:01:12.436924, 94.963
2018-12-11 22:01:17.441838, 94.977
2018-12-11 22:01:22.400927, 94.963
2018-12-11 22:01:27.400670, 94.963
2018-12-11 22:01:32.441275, 94.963
2018-12-11 22:01:37.400605, 94.949
2018-12-11 22:01:42.409011, 94.963
2018-12-11 22:01:47.401239, 94.991
2018-12-11 22:01:52.437876, 94.963
2018-12-11 22:01:57.400253, 94.977
2018-12-11 22:02:02.441681, 94.991
2018-12-11 22:02:07.399501, 94.991
2018-12-11 22:02:12.400369, 94.991
2018-12-11 22:02:17.399355, 94.977
2018-12-11 22:02:22.418859, 94.977
2018-12-11 22:02:27.399336, 94.949
2018-12-11 22:02:32.457900, 94.949
2018-12-11 22:02:37.398947, 94.935
2018-12-11 22:02:42.435697, 94.963
2018-12-11 22:02:47.398662, 94.949
2018-12-11 22:02:52.414775, 94.977
2018-12-11 22:02:57.398899, 94.991
2018-12-11 22:03:02.401139, 95.005
2018-12-11 22:03:07.398275, 95.033
2018-12-11 22:03:12.396824, 95.005
2018-12-11 22:03:17.398459, 94.991
2018-12-11 22:03:22.462685, 94.991
2018-12-11 22:03:27.397268, 94.977
2018-12-11 22:03:32.478205, 94.977
2018-12-11 22:03:37.397891, 94.949
2018-12-11 22:03:42.400503, 94.921
2018-12-11 22:03:47.397147, 94.837
2018-12-11 22:03:52.457524, 94.893
2018-12-11 22:03:57.400632, 94.837
2018-12-11 22:04:02.443168, 94.823
2018-12-11 22:04:07.397634, 94.823
2018-12-11 22:04:12.426539, 94.766
2018-12-11 22:04:17.396664, 94.710
2018-12-11 22:04:22.437700, 94.738
2018-12-11 22:04:27.396346, 94.766
2018-12-11 22:04:32.396273, 94.738
2018-12-11 22:04:37.395711, 94.696
2018-12-11 22:04:42.396992, 94.738
2018-12-11 22:04:47.396960, 94.724
2018-12-11 22:04:52.437267, 94.766
2018-12-11 22:04:57.399690, 94.752
2018-12-11 22:05:02.394824, 94.794
2018-12-11 22:05:07.396665, 94.809
2018-12-11 22:05:12.397655, 94.780
2018-12-11 22:05:17.394506, 94.809
2018-12-11 22:05:22.437155, 94.809
2018-12-11 22:05:27.395861, 94.809
2018-12-11 22:05:32.421445, 94.809
2018-12-11 22:05:37.394629, 94.794
2018-12-11 22:05:42.436039, 94.809
2018-12-11 22:05:47.393613, 94.823
2018-12-11 22:05:52.434223, 94.823
2018-12-11 22:05:57.392794, 94.794
2018-12-11 22:06:02.392823, 94.794
2018-12-11 22:06:07.394679, 94.794
2018-12-11 22:06:12.391703, 94.809
2018-12-11 22:06:17.393038, 94.809
2018-12-11 22:06:22.474766, 94.794
2018-12-11 22:06:27.393251, 94.766
2018-12-11 22:06:32.395302, 94.738
2018-12-11 22:06:37.393477, 94.794
2018-12-11 22:06:42.391556, 94.780
2018-12-11 22:06:47.392360, 94.752
2018-12-11 22:06:52.433924, 94.738
2018-12-11 22:06:57.392446, 94.724
2018-12-11 22:07:02.412575, 94.766
2018-12-11 22:07:07.391857, 94.724
2018-12-11 22:07:12.389857, 94.724
2018-12-11 22:07:17.391611, 94.752
2018-12-11 22:07:22.433088, 94.738
2018-12-11 22:07:27.391679, 94.752
2018-12-11 22:07:32.391634, 94.752
2018-12-11 22:07:37.391107, 94.766
2018-12-11 22:07:42.393399, 94.780
2018-12-11 22:07:47.390698, 94.794
2018-12-11 22:07:52.433534, 94.752
2018-12-11 22:07:57.390754, 94.752
2018-12-11 22:08:02.390401, 94.724
2018-12-11 22:08:07.389773, 94.738
2018-12-11 22:08:12.402714, 94.738
2018-12-11 22:08:17.417634, 94.696
2018-12-11 22:08:22.429345, 94.752
2018-12-11 22:08:27.403900, 94.738
2018-12-11 22:08:32.397913, 94.696
2018-12-11 22:08:37.404289, 94.682
2018-12-11 22:08:42.389602, 94.654
2018-12-11 22:08:47.389722, 94.640
2018-12-11 22:08:52.429337, 94.682
2018-12-11 22:08:57.405767, 94.654
2018-12-11 22:09:02.391724, 94.668
2018-12-11 22:09:07.436855, 94.640
2018-12-11 22:09:12.443177, 94.668
2018-12-11 22:09:17.388478, 94.668
2018-12-11 22:09:22.387392, 94.668
2018-12-11 22:09:27.409876, 94.682
2018-12-11 22:09:32.389750, 94.668
2018-12-11 22:09:37.388996, 94.682
2018-12-11 22:09:42.430952, 94.696
2018-12-11 22:09:47.391888, 94.724
2018-12-11 22:09:52.388402, 94.668
2018-12-11 22:09:57.389591, 94.752
2018-12-11 22:10:02.386078, 94.724
2018-12-11 22:10:07.387457, 94.710
2018-12-11 22:10:12.439147, 94.710
2018-12-11 22:10:17.387388, 94.682
2018-12-11 22:10:22.387976, 94.682
2018-12-11 22:10:27.387733, 94.696
2018-12-11 22:10:32.429484, 94.724
2018-12-11 22:10:37.385980, 94.724
2018-12-11 22:10:42.387444, 94.682
2018-12-11 22:10:47.385720, 94.710
2018-12-11 22:10:52.384706, 94.710
2018-12-11 22:10:57.388910, 94.710
2018-12-11 22:11:02.429794, 94.710
2018-12-11 22:11:07.510273, 94.682
2018-12-11 22:11:12.388852, 94.696
2018-12-11 22:11:17.385237, 94.626
2018-12-11 22:11:22.384354, 94.654
2018-12-11 22:11:27.401223, 94.668
2018-12-11 22:11:32.425403, 94.682
2018-12-11 22:11:37.385428, 94.654
2018-12-11 22:11:42.416925, 94.668
2018-12-11 22:11:47.385735, 94.682
2018-12-11 22:11:52.384417, 94.682
2018-12-11 22:11:57.385294, 94.696
2018-12-11 22:12:02.429234, 94.710
2018-12-11 22:12:07.384212, 94.696
2018-12-11 22:12:12.385196, 94.668
2018-12-11 22:12:17.384427, 94.738
2018-12-11 22:12:22.384125, 94.738
2018-12-11 22:12:27.383695, 94.823
2018-12-11 22:12:32.430977, 94.837
2018-12-11 22:12:37.396240, 94.963
2018-12-11 22:12:42.391273, 94.879
2018-12-11 22:12:47.389737, 94.794
2018-12-11 22:12:52.385180, 94.794
2018-12-11 22:12:57.384953, 94.766
2018-12-11 22:13:02.447346, 94.766
2018-12-11 22:13:07.383414, 94.794
2018-12-11 22:13:12.382373, 94.809
2018-12-11 22:13:17.382862, 94.837
2018-12-11 22:13:22.381788, 94.794
2018-12-11 22:13:27.382827, 94.794
2018-12-11 22:13:32.516969, 94.794
2018-12-11 22:13:37.384723, 94.794
2018-12-11 22:13:42.387287, 94.780
2018-12-11 22:13:47.381283, 94.780
2018-12-11 22:13:52.381328, 94.893
2018-12-11 22:13:57.383593, 94.907
2018-12-11 22:14:02.475394, 94.724
2018-12-11 22:14:07.381262, 94.766
2018-12-11 22:14:12.391928, 94.837
2018-12-11 22:14:17.380813, 94.809
2018-12-11 22:14:22.380368, 94.851
2018-12-11 22:14:27.411185, 94.823
2018-12-11 22:14:32.435545, 94.823
2018-12-11 22:14:37.419729, 94.710
2018-12-11 22:14:42.384133, 94.696
2018-12-11 22:14:47.381125, 94.682
2018-12-11 22:14:52.382170, 94.668
2018-12-11 22:14:57.387109, 94.710
2018-12-11 22:15:02.421944, 94.780
2018-12-11 22:15:07.379832, 94.794
2018-12-11 22:15:12.457164, 94.794
2018-12-11 22:15:17.379781, 94.766
2018-12-11 22:15:22.414437, 94.738
2018-12-11 22:15:27.389360, 94.738
2018-12-11 22:15:32.379165, 94.696
2018-12-11 22:15:37.378275, 94.752
2018-12-11 22:15:42.391837, 94.654
2018-12-11 22:15:47.379095, 94.640
2018-12-11 22:15:52.417414, 94.612
2018-12-11 22:15:57.381614, 94.612
2018-12-11 22:16:02.380661, 94.598
2018-12-11 22:16:07.378732, 94.640
2018-12-11 22:16:12.377626, 94.626
2018-12-11 22:16:17.377375, 94.612
2018-12-11 22:16:22.417921, 94.598
2018-12-11 22:16:27.380212, 94.612
2018-12-11 22:16:32.382095, 94.626
2018-12-11 22:16:37.377443, 94.626
2018-12-11 22:16:42.422000, 94.598
2018-12-11 22:16:47.378871, 94.598
2018-12-11 22:16:52.417599, 94.570
2018-12-11 22:16:57.377663, 94.584
2018-12-11 22:17:02.385862, 94.584
2018-12-11 22:17:07.377059, 94.584
2018-12-11 22:17:12.419174, 94.584
2018-12-11 22:17:17.376924, 94.584
2018-12-11 22:17:22.377134, 94.598
2018-12-11 22:17:27.375449, 94.584
2018-12-11 22:17:32.393233, 94.612
2018-12-11 22:17:37.375768, 94.556
2018-12-11 22:17:42.417031, 94.626
2018-12-11 22:17:47.380217, 94.584
2018-12-11 22:17:52.373977, 94.542
2018-12-11 22:17:57.377257, 94.584
2018-12-11 22:18:02.377062, 94.570
2018-12-11 22:18:07.375104, 94.570
2018-12-11 22:18:12.417491, 94.542
2018-12-11 22:18:17.374903, 94.542
2018-12-11 22:18:22.373386, 94.542
2018-12-11 22:18:27.374523, 94.542
2018-12-11 22:18:32.452804, 94.556
2018-12-11 22:18:37.373969, 94.542
2018-12-11 22:18:42.419743, 94.542
2018-12-11 22:18:47.376348, 94.556
2018-12-11 22:18:52.378296, 94.556
2018-12-11 22:18:57.375776, 94.514
2018-12-11 22:19:02.372809, 94.556
2018-12-11 22:19:07.373850, 94.556
2018-12-11 22:19:12.413935, 94.514
2018-12-11 22:19:17.424983, 94.514
2018-12-11 22:19:22.384930, 94.514
2018-12-11 22:19:27.373373, 94.514
2018-12-11 22:19:32.374796, 94.500
2018-12-11 22:19:37.377602, 94.528
2018-12-11 22:19:42.412824, 94.528
2018-12-11 22:19:47.373878, 94.500
2018-12-11 22:19:52.371236, 94.528
2018-12-11 22:19:57.373257, 94.542
2018-12-11 22:20:02.484238, 94.542
2018-12-11 22:20:07.376911, 94.542
2018-12-11 22:20:12.373578, 94.528
2018-12-11 22:20:17.424647, 94.542
2018-12-11 22:20:22.371766, 94.528
2018-12-11 22:20:27.418030, 94.528
2018-12-11 22:20:32.416794, 94.528
2018-12-11 22:20:37.371929, 94.500
2018-12-11 22:20:42.374794, 94.514
2018-12-11 22:20:47.370673, 94.528
2018-12-11 22:20:52.370601, 94.500
2018-12-11 22:20:57.370708, 94.528
2018-12-11 22:21:02.429778, 94.542
2018-12-11 22:21:07.370880, 94.500
2018-12-11 22:21:12.378610, 94.500
2018-12-11 22:21:17.369492, 94.500
2018-12-11 22:21:22.371784, 94.514
2018-12-11 22:21:27.371348, 94.514
2018-12-11 22:21:32.409906, 94.486
2018-12-11 22:21:37.369594, 94.514
2018-12-11 22:21:42.371058, 94.500
2018-12-11 22:21:47.368940, 94.500
2018-12-11 22:21:52.379261, 94.500
2018-12-11 22:21:57.369010, 94.486
2018-12-11 22:22:02.413699, 94.472
2018-12-11 22:22:07.369965, 94.486
2018-12-11 22:22:12.385745, 94.500
2018-12-11 22:22:17.370629, 94.500
2018-12-11 22:22:22.369217, 94.486
2018-12-11 22:22:27.368219, 94.444
2018-12-11 22:22:32.409670, 94.444
2018-12-11 22:22:37.368179, 94.430
2018-12-11 22:22:42.369079, 94.458
2018-12-11 22:22:47.375120, 94.472
2018-12-11 22:22:52.409611, 94.500
2018-12-11 22:22:57.427932, 94.486
2018-12-11 22:23:02.490636, 94.556
2018-12-11 22:23:07.366959, 94.528
2018-12-11 22:23:12.366840, 94.556
2018-12-11 22:23:17.367125, 94.640
2018-12-11 22:23:22.444869, 94.668
2018-12-11 22:23:27.366800, 94.556
2018-12-11 22:23:32.410690, 94.556
2018-12-11 22:23:37.371641, 94.556
2018-12-11 22:23:42.364836, 94.542
2018-12-11 22:23:47.365827, 94.528
2018-12-11 22:23:52.371715, 94.528
2018-12-11 22:23:57.367757, 94.542
2018-12-11 22:24:02.441114, 94.542
2018-12-11 22:24:07.365404, 94.514
2018-12-11 22:24:12.364139, 94.542
2018-12-11 22:24:17.370608, 95.949
2018-12-11 22:24:22.373413, 96.402
2018-12-11 22:24:27.365152, 96.359
2018-12-11 22:24:32.477645, 96.331
2018-12-11 22:24:37.365753, 96.260
2018-12-11 22:24:42.407716, 96.274
2018-12-11 22:24:47.364998, 96.246
2018-12-11 22:24:52.363277, 96.274
2018-12-11 22:24:57.364373, 96.274
2018-12-11 22:25:02.405530, 96.274
2018-12-11 22:25:07.365203, 96.260
2018-12-11 22:25:12.365531, 96.274
2018-12-11 22:25:17.363536, 96.232
2018-12-11 22:25:22.362538, 96.260
2018-12-11 22:25:27.363455, 96.218
2018-12-11 22:25:32.427522, 96.218
2018-12-11 22:25:37.363117, 96.459
2018-12-11 22:25:42.364112, 96.317
2018-12-11 22:25:47.363123, 96.317
2018-12-11 22:25:52.363186, 96.274
2018-12-11 22:25:57.363631, 96.289
2018-12-11 22:26:02.407519, 96.303
2018-12-11 22:26:07.362857, 96.274
2018-12-11 22:26:12.361347, 96.260
2018-12-11 22:26:17.363137, 96.274
2018-12-11 22:26:22.411216, 96.274
